CourseID,combination_id
COURSE_01EE5F81,BIO-004
COURSE_01EE5F81,PHY-001
COURSE_01EE5F81,PHY-002
COURSE_01EE5F81,PHY-003
COURSE_01EE5F81,PHY-004
COURSE_01EE5F81,PHY-005
COURSE_01EE5F81,PHY-006
COURSE_56E6B19C,BIO-001
COURSE_56E6B19C,BIO-002
COURSE_56E6B19C,BIO-003
COURSE_56E6B19C,BIO-004
COURSE_6495E2A7,COM-001
COURSE_6495E2A7,COM-002
COURSE_6495E2A7,COM-003
COURSE_6495E2A7,COM-004
COURSE_6495E2A7,COM-005
COURSE_D2F2F1B7,ART-001
COURSE_D2F2F1B7,ART-002
COURSE_D2F2F1B7,ART-003
COURSE_0281612F,COM-001
COURSE_0281612F,COM-002
COURSE_0281612F,COM-003
COURSE_0281612F,COM-004
COURSE_0281612F,COM-005
COURSE_6B13831B,COM-001
COURSE_6B13831B,COM-002
COURSE_6B13831B,COM-003
COURSE_6B13831B,COM-004
COURSE_6B13831B,COM-005
COURSE_6B13831B,TEC-001
COURSE_6B13831B,TEC-002
COURSE_6B13831B,TEC-003
COURSE_6B13831B,TEC-004
COURSE_6B13831B,TEC-005
COURSE_6B13831B,TEC-006
COURSE_6B13831B,PHY-001
COURSE_6B13831B,PHY-002
COURSE_6B13831B,PHY-003
COURSE_6B13831B,PHY-004
COURSE_6B13831B,PHY-005
COURSE_6B13831B,PHY-006
COURSE_662DEE64,COM-001
COURSE_662DEE64,COM-002
COURSE_662DEE64,COM-003
COURSE_662DEE64,COM-004
COURSE_662DEE64,COM-005
COURSE_662DEE64,TEC-001
COURSE_662DEE64,TEC-002
COURSE_662DEE64,TEC-003
COURSE_662DEE64,TEC-004
COURSE_662DEE64,TEC-005
COURSE_662DEE64,TEC-006
COURSE_662DEE64,PHY-001
COURSE_662DEE64,PHY-002
COURSE_662DEE64,PHY-003
COURSE_662DEE64,PHY-004
COURSE_662DEE64,PHY-005
COURSE_662DEE64,PHY-006
COURSE_15197FF6,BIO-001
COURSE_15197FF6,BIO-002
COURSE_15197FF6,BIO-003
COURSE_15197FF6,BIO-004
COURSE_D7A602E5,TEC-001
COURSE_D7A602E5,TEC-002
COURSE_D7A602E5,TEC-003
COURSE_D7A602E5,TEC-004
COURSE_D7A602E5,TEC-005
COURSE_D7A602E5,TEC-006
COURSE_D7A602E5,BIO-001
COURSE_D7A602E5,BIO-002
COURSE_D7A602E5,BIO-003
COURSE_D7A602E5,BIO-004
COURSE_624DAA40,BIO-001
COURSE_624DAA40,BIO-002
COURSE_624DAA40,BIO-003
COURSE_624DAA40,BIO-004
COURSE_EFBF00EB,COM-001
COURSE_EFBF00EB,COM-002
COURSE_EFBF00EB,COM-003
COURSE_EFBF00EB,COM-004
COURSE_EFBF00EB,COM-005
COURSE_EFBF00EB,BIO-001
COURSE_EFBF00EB,BIO-002
COURSE_EFBF00EB,BIO-003
COURSE_EFBF00EB,BIO-004
COURSE_0E97472C,BIO-001
COURSE_0E97472C,BIO-002
COURSE_0E97472C,BIO-003
COURSE_0E97472C,BIO-004
COURSE_03D66B63,BIO-001
COURSE_03D66B63,BIO-002
COURSE_03D66B63,BIO-003
COURSE_03D66B63,BIO-004
COURSE_03D66B63,ART-001
COURSE_03D66B63,ART-002
COURSE_03D66B63,ART-003
COURSE_062A5D4D,BIO-001
COURSE_062A5D4D,BIO-002
COURSE_062A5D4D,BIO-003
COURSE_062A5D4D,BIO-004
COURSE_EC8FA11A,BIO-001
COURSE_EC8FA11A,BIO-002
COURSE_EC8FA11A,BIO-003
COURSE_EC8FA11A,BIO-004
COURSE_FBB60016,COM-001
COURSE_FBB60016,COM-002
COURSE_FBB60016,COM-003
COURSE_FBB60016,COM-004
COURSE_FBB60016,COM-005
COURSE_FCF2F9D7,BIO-001
COURSE_FCF2F9D7,BIO-002
COURSE_FCF2F9D7,BIO-003
COURSE_FCF2F9D7,BIO-004
COURSE_83111DE1,COM-001
COURSE_83111DE1,COM-002
COURSE_83111DE1,COM-003
COURSE_83111DE1,COM-004
COURSE_83111DE1,COM-005
COURSE_82BE6488,COM-001
COURSE_82BE6488,COM-002
COURSE_82BE6488,COM-003
COURSE_82BE6488,COM-004
COURSE_82BE6488,COM-005
COURSE_F5029D4E,BIO-001
COURSE_F5029D4E,BIO-002
COURSE_F5029D4E,BIO-003
COURSE_F5029D4E,BIO-004
COURSE_FE12A2B4,TEC-001
COURSE_FE12A2B4,TEC-002
COURSE_FE12A2B4,TEC-003
COURSE_FE12A2B4,TEC-004
COURSE_FE12A2B4,TEC-005
COURSE_FE12A2B4,TEC-006
COURSE_64695306,ART-001
COURSE_64695306,ART-002
COURSE_64695306,ART-003
COURSE_D07EE7B1,COM-001
COURSE_D07EE7B1,COM-002
COURSE_D07EE7B1,COM-003
COURSE_D07EE7B1,COM-004
COURSE_D07EE7B1,COM-005
COURSE_6FF9DDEF,ART-001
COURSE_6FF9DDEF,ART-002
COURSE_6FF9DDEF,ART-003
COURSE_5DE283D6,ART-001
COURSE_5DE283D6,ART-002
COURSE_5DE283D6,ART-003
COURSE_2A10B7B8,ART-001
COURSE_2A10B7B8,ART-002
COURSE_2A10B7B8,ART-003
COURSE_29F16417,BIO-001
COURSE_29F16417,BIO-002
COURSE_29F16417,BIO-003
COURSE_29F16417,BIO-004
COURSE_8DF93F29,ART-001
COURSE_8DF93F29,ART-002
COURSE_8DF93F29,ART-003
COURSE_11D10B65,ART-001
COURSE_11D10B65,ART-002
COURSE_11D10B65,ART-003
COURSE_F2E7077A,PHY-001
COURSE_F2E7077A,PHY-002
COURSE_F2E7077A,PHY-003
COURSE_F2E7077A,PHY-004
COURSE_F2E7077A,PHY-005
COURSE_F2E7077A,PHY-006
COURSE_082A043F,ART-001
COURSE_082A043F,ART-002
COURSE_082A043F,ART-003
COURSE_0A7CCAC0,BIO-001
COURSE_0A7CCAC0,BIO-002
COURSE_0A7CCAC0,BIO-003
COURSE_0A7CCAC0,BIO-004
COURSE_0A7CCAC0,PHY-001
COURSE_0A7CCAC0,PHY-002
COURSE_0A7CCAC0,PHY-003
COURSE_0A7CCAC0,PHY-004
COURSE_0A7CCAC0,PHY-005
COURSE_0A7CCAC0,PHY-006
